YEAR,RANK,RIDER,RIDER NO.,TEAM,TIMES,GAP,DISTNACE
1994,22, ERIC CARITOUX,181,CHAZAL-MBK-KONIG,104H 25' 57'',+ 00H 47' 19'',3978
1994,23, FEDERICO MUNOZ,178,KELME-AVIANCA,104H 27' 11'',+ 00H 48' 33'',3978
1994,24, JIM VAN DE LAER,198,LOTTO-VETTA-CALOÏ,104H 27' 13'',+ 00H 48' 35'',3978
1994,25, BRUNO CENGHIALTA,45,GEWISS-BALLAN,104H 30' 08'',+ 00H 51' 30'',3978
1994,26, CHARLY MOTTET,161,ZG MOBILI-SELLE ITALIA,104H 30' 22'',+ 00H 51' 44'',3978
1994,27, BEAT ZBERG,59,CARRERA JEANS-TASSONI,104H 35' 44'',+ 00H 57' 06'',3978
1994,28, GERD AUDEHM,133,TELECOM,104H 36' 22'',+ 00H 57' 44'',3978
1994,29, ERIK BREUKINK,62,ONCE,104H 38' 33'',+ 00H 59' 55'',3978
1994,30, ABRAHAM OLANO,18,MAPEI-CLAS,104H 40' 07'',+ 01H 01' 29'',3978
1994,31, ALVARO MEJIA,37,MOTOROLA,104H 40' 21'',+ 01H 01' 43'',3978
1994,32, RAMON GONZALEZ-ARRIETA,5,BANESTO,104H 41' 18'',+ 01H 02' 40'',3978
1994,33, PASCAL HERVE,93,FESTINA-ANDORRA,104H 45' 54'',+ 01H 07' 16'',3978
1994,34, FEDERICO ECHAVE,13,MAPEI-CLAS,104H 46' 23'',+ 01H 07' 45'',3978
1994,35, LAURENT DUFAUX,64,ONCE,104H 48' 08'',+ 01H 09' 30'',3978
1994,36, VJATCESLAV EKIMOV,151,ZG MOBILI-SELLE ITALIA,104H 48' 28'',+ 01H 09' 50'',3978
1994,37, FRANCO VONA,29,GB-MG TECHNOGYM,104H 49' 19'',+ 01H 10' 41'',3978
1994,38, ROLF ALDAG,132,TELECOM,104H 49' 37'',+ 01H 10' 59'',3978
1994,39, ENRICO ZAINA,49,GEWISS-BALLAN,104H 50' 54'',+ 01H 12' 16'',3978
1994,40, ARSENIO GONZALEZ,16,MAPEI-CLAS,104H 51' 19'',+ 01H 12' 41'',3978
1994,41, FLAVIO VANZELLA,28,GB-MG TECHNOGYM,105H 02' 43'',+ 01H 24' 05'',3978
1994,42, FRANCO CHIOCCIOLI,201,MERCATONE UNO-MEDEGHINI,105H 05' 30'',+ 01H 26' 52'',3978
1994,43, FRANÇOIS SIMON,118,CASTORAMA,105H 09' 28'',+ 01H 30' 50'',3978
1994,44, ARTURAS KASPUTIS,186,CHAZAL-MBK-KONIG,105H 16' 24'',+ 01H 37' 46'',3978
1994,45, JESPER SKIBBY,127,TVM-BISON,105H 19' 59'',+ 01H 41' 21'',3978
1994,46, ANDREA PERON,107,TEAM POLTI,105H 21' 43'',+ 01H 43' 05'',3978
1994,47, JEAN-CLAUDE BAGOT,92,FESTINA-ANDORRA,105H 22' 44'',+ 01H 44' 06'',3978
1994,48, MIGUEL ARROYO,182,CHAZAL-MBK-KONIG,105H 22' 49'',+ 01H 44' 11'',3978
1994,49, JOSÉ-RAMON URIARTE,9,BANESTO,105H 23' 29'',+ 01H 44' 51'',3978
1994,50, DAG OTTO LAURITZEN,123,TVM-BISON,105H 24' 32'',+ 01H 45' 54'',3978
1994,51, EDDY SEIGNEUR,89,GAN,105H 25' 53'',+ 01H 47' 15'',3978
1994,52, NEIL STEPHENS,69,ONCE,105H 26' 37'',+ 01H 47' 59'',3978
1994,53, THIERRY MARIE,117,CASTORAMA,105H 27' 25'',+ 01H 48' 47'',3978
1994,54, GIANCARLO PERINI,145,ZG MOBILI-SELLE ITALIA,105H 28' 45'',+ 01H 50' 07'',3978
1994,55, ANGEL YESID CAMARGO OCHOA,175,KELME-AVIANCA,105H 28' 46'',+ 01H 50' 08'',3978
1994,56, GÉRARD RUE,8,BANESTO,105H 30' 06'',+ 01H 51' 28'',3978
1994,57, DJAMOLIDINE ABDOUJAPAROV,102,TEAM POLTI,105H 30' 12'',+ 01H 51' 34'',3978
1994,58, GIORGIO FURLAN,46,GEWISS-BALLAN,105H 30' 56'',+ 01H 52' 18'',3978
1994,59, JÖRG MULLER,17,MAPEI-CLAS,105H 30' 57'',+ 01H 52' 19'',3978
1994,60, JENS HEPPNER,136,TELECOM,105H 32' 24'',+ 01H 53' 46'',3978
1994,62, VLADISLAV BOBRIK,42,GEWISS-BALLAN,105H 33' 50'',+ 01H 55' 12'',3978
1994,63, SERGUEI OUTSCHAKOV,105,TEAM POLTI,105H 36' 09'',+ 01H 57' 31'',3978
1994,64, CHRISTOPHE MANIN,188,CHAZAL-MBK-KONIG,105H 36' 40'',+ 01H 58' 02'',3978
1994,65, MAURO-ANTONIO SANTAROMITA,149,ZG MOBILI-SELLE ITALIA,105H 36' 47'',+ 01H 58' 09'',3978
1994,66, RONAN PENSEC,168,ZG MOBILI-SELLE ITALIA,105H 37' 40'',+ 01H 59' 02'',3978
1994,67, VICENTE APARICIO VILA,3,BANESTO,105H 38' 12'',+ 01H 59' 34'',3978
1994,68, LUC ROOSEN,197,LOTTO-VETTA-CALOÏ,105H 39' 21'',+ 02H 00' 43'',3978
1994,69, PHIL ANDERSON,33,MOTOROLA,105H 39' 51'',+ 02H 01' 13'',3978
1994,70, RAÚL ALCALÁ,32,MOTOROLA,105H 43' 19'',+ 02H 04' 41'',3978
1994,71, SEAN YATES,39,MOTOROLA,105H 43' 23'',+ 02H 04' 45'',3978
1994,72, DIMITRI ZHDANOV,109,TEAM POLTI,105H 46' 58'',+ 02H 08' 20'',3978
1994,73, ROLF JAERMANN,25,GB-MG TECHNOGYM,105H 49' 24'',+ 02H 10' 46'',3978
1994,74, PHILIPPE LOUVIOT,165,ZG MOBILI-SELLE ITALIA,105H 50' 48'',+ 02H 12' 10'',3978
1994,75, MASSIMO GHIROTTO,141,ZG MOBILI-SELLE ITALIA,105H 51' 27'',+ 02H 12' 49'',3978
1994,76, CARLO BOMANS,22,GB-MG TECHNOGYM,105H 51' 33'',+ 02H 12' 55'',3978
1994,77, GERRIT DE VRIES,163,ZG MOBILI-SELLE ITALIA,105H 53' 31'',+ 02H 14' 53'',3978
1994,78, THIERRY GOUVENOU,85,GAN,105H 54' 01'',+ 02H 15' 23'',3978
1994,79, ATLE KVALSVOLL,153,ZG MOBILI-SELLE ITALIA,105H 54' 01'',+ 02H 15' 23'',3978
1994,80, JOHAN MUSEEUW,21,GB-MG TECHNOGYM,105H 56' 04'',+ 02H 17' 26'',3978
1994,81, PASCAL CHANTEUR,184,CHAZAL-MBK-KONIG,105H 56' 14'',+ 02H 17' 36'',3978
1994,82, PETER DECLERCQ,193,LOTTO-VETTA-CALOÏ,106H 00' 21'',+ 02H 21' 43'',3978
1994,83, STEPHEN HODGE,94,FESTINA-ANDORRA,106H 02' 28'',+ 02H 23' 50'',3978
1994,84, UWE RAAB,138,TELECOM,106H 03' 16'',+ 02H 24' 38'',3978
1994,85, JULIO-CÉSAR CADENA,174,KELME-AVIANCA,106H 03' 30'',+ 02H 24' 52'',3978
1994,86, MARCO ZEN,79,LAMPRE-PANARIA,106H 03' 51'',+ 02H 25' 13'',3978
1994,87, FRANCISCO CABELLO,173,KELME-AVIANCA,106H 04' 13'',+ 02H 25' 35'',3978
1994,88, GUY NULENS,167,ZG MOBILI-SELLE ITALIA,106H 04' 30'',+ 02H 25' 52'',3978
1994,89, FRANKIE ANDREU,34,MOTOROLA,106H 05' 02'',+ 02H 26' 24'',3978
1994,90, GUIDO BONTEMPI,43,GEWISS-BALLAN,106H 05' 05'',+ 02H 26' 27'',3978
1994,91, BRUNO THIBOUT,119,CASTORAMA,106H 05' 20'',+ 02H 26' 42'',3978
1994,92, MARC WAUTERS,159,ZG MOBILI-SELLE ITALIA,106H 07' 16'',+ 02H 28' 38'',3978
1994,93, HENDRIK REDANT,147,ZG MOBILI-SELLE ITALIA,106H 07' 35'',+ 02H 28' 57'',3978
1994,94, SILVIO MARTINELLO,205,MERCATONE UNO-MEDEGHINI,106H 07' 42'',+ 02H 29' 04'',3978
1994,95, MELCHOR MAURI,6,BANESTO,106H 08' 58'',+ 02H 30' 20'',3978
1994,96, ANGEL EDO ALSINA,176,KELME-AVIANCA,106H 09' 39'',+ 02H 31' 01'',3978
1994,97, MARIO KUMMER,137,TELECOM,106H 10' 20'',+ 02H 31' 42'',3978
1994,98, RUDY VERDONCK,199,LOTTO-VETTA-CALOÏ,106H 11' 02'',+ 02H 32' 24'',3978
1994,99, ERWIN NIJBOER,7,BANESTO,106H 13' 05'',+ 02H 34' 27'',3978
1994,100, CESARY ZAMANA,179,KELME-AVIANCA,106H 13' 21'',+ 02H 34' 43'',3978
1994,101, ERIK DEKKER,152,ZG MOBILI-SELLE ITALIA,106H 13' 30'',+ 02H 34' 52'',3978
1994,102, ALBERTO LEANIZBARRUTIA,66,ONCE,106H 14' 43'',+ 02H 36' 05'',3978
1994,103, JAN SVORADA,78,LAMPRE-PANARIA,106H 15' 03'',+ 02H 36' 25'',3978
1994,104, MICHEL DERNIES,36,MOTOROLA,106H 15' 09'',+ 02H 36' 31'',3978
1994,105, OLAF LUDWIG,131,TELECOM,106H 16' 15'',+ 02H 37' 37'',3978
1994,106, CHRISTIAN HENN,135,TELECOM,106H 16' 26'',+ 02H 37' 48'',3978
1994,107, DARIO BOTTARO,44,GEWISS-BALLAN,106H 17' 55'',+ 02H 39' 17'',3978
1994,108, DAVIDE CASSANI,23,GB-MG TECHNOGYM,106H 20' 10'',+ 02H 41' 32'',3978
1994,109, HERMINIO DIAZ ZABALA,63,ONCE,106H 20' 44'',+ 02H 42' 06'',3978
1994,110, GIOVANNI FIDANZA,103,TEAM POLTI,106H 21' 25'',+ 02H 42' 47'',3978
1994,111, REMO ROSSI,58,CARRERA JEANS-TASSONI,106H 22' 29'',+ 02H 43' 51'',3978
1994,112, STEPHEN SWART,38,MOTOROLA,106H 23' 16'',+ 02H 44' 38'',3978
1994,113, FRANCIS MOREAU,87,GAN,106H 29' 51'',+ 02H 51' 13'',3978
1994,114, MARIO CHIESA,54,CARRERA JEANS-TASSONI,106H 30' 40'',+ 02H 52' 02'',3978
1994,115, EROS POLI,208,MERCATONE UNO-MEDEGHINI,106H 31' 19'',+ 02H 52' 41'',3978
1994,116, ROB MULDERS,156,ZG MOBILI-SELLE ITALIA,106H 47' 10'',+ 03H 08' 32'',3978
1994,117, JOHN TALEN,209,MERCATONE UNO-MEDEGHINI,107H 17' 41'',+ 03H 39' 03'',3978
1993,1, MIGUEL INDURAIN,1,BANESTO,95H 57' 09'',-,3714
1993,2, TONY ROMINGER,131,CLAS-CAJASTUR,96H 02' 08'',+ 00H 04' 59'',3714
1993,3, ZENON JASKULA,84,GB-MG-MAGLIFICIO,96H 02' 57'',+ 00H 05' 48'',3714
1993,4, ALVARO MEJIA,37,MOTOROLA,96H 04' 38'',+ 00H 07' 29'',3714
1993,5, BJARNE RIIS,168,TDF 1993 ARI,96H 13' 35'',+ 00H 16' 26'',3714
1993,6, CLAUDIO CHIAPPUCCI,11,CARRERA JEANS-TASSONI,96H 14' 27'',+ 00H 17' 18'',3714
1993,7, JOHAN BRUYNEEL,52,ONCE,96H 15' 13'',+ 00H 18' 04'',3714
1993,8, ANDREW ''ANDY'' HAMPSTEN,31,MOTOROLA,96H 17' 23'',+ 00H 20' 14'',3714
1993,9, PEDRO DELGADO,4,BANESTO,96H 21' 06'',+ 00H 23' 57'',3714
1993,10, VLADIMIR POULNIKOV,14,CARRERA JEANS-TASSONI,96H 22' 38'',+ 00H 25' 29'',3714
1993,11, GIANNI FARESIN,64,ZG MOBILI-SIDI,96H 26' 14'',+ 00H 29' 05'',3714
1993,12, ANTONIO MARTIN,154,AMAYA SEGUROS,96H 27' 00'',+ 00H 29' 51'',3714
1993,13, STEPHEN ROCHE,15,CARRERA JEANS-TASSONI,96H 27' 02'',+ 00H 29' 53'',3714
1993,14, ROBERTO CONTI,163,TDF 1993 ARI,96H 27' 14'',+ 00H 30' 05'',3714
1993,15, JEAN-PHILIPPE DOJWA,42,FESTINA,96H 27' 33'',+ 00H 30' 24'',3714
1993,16, OLIVERIO RINCON,159,AMAYA SEGUROS,96H 30' 28'',+ 00H 33' 19'',3714
1993,17, ALBERTO ELLI,164,TDF 1993 ARI,96H 30' 38'',+ 00H 33' 29'',3714
1993,18, JON UNZAGA,139,CLAS-CAJASTUR,96H 35' 18'',+ 00H 38' 09'',3714
1993,19, RICHARD VIRENQUE,49,FESTINA,96H 35' 21'',+ 00H 38' 12'',3714
1993,20, GIANNI BUGNO,21,GATORADE-MEGA DRIVE,96H 37' 17'',+ 00H 40' 08'',3714
1993,21, FRANCO VONA,89,GB-MG-MAGLIFICIO,96H 37' 48'',+ 00H 40' 39'',3714
1993,22, LAURENT MADOUAS,127,CASTORAMA,96H 38' 35'',+ 00H 41' 26'',3714
1993,23, FEDERICO ECHAVE,132,CLAS-CAJASTUR,96H 39' 34'',+ 00H 42' 25'',3714
1993,24, ROBERT MILLAR,101,TVM-BISON,96H 41' 29'',+ 00H 44' 20'',3714
1993,25, UDO BÖLTS,74,TELECOM,96H 41' 44'',+ 00H 44' 35'',3714
1993,26, FRANCISCO JAVIER MAULEON,136,CLAS-CAJASTUR,96H 42' 27'',+ 00H 45' 18'',3714
1993,27, RAÚL ALCALÁ,141,WORDPERFECT,96H 44' 49'',+ 00H 47' 40'',3714
1993,28, THIERRY CLAVEYROLAT,94,GAN,96H 46' 30'',+ 00H 49' 21'',3714
1993,29, GIANCARLO PERINI,61,ZG MOBILI-SIDI,96H 49' 11'',+ 00H 52' 02'',3714
1993,30, FERNANDO ESCARTIN,133,CLAS-CAJASTUR,96H 50' 18'',+ 00H 53' 09'',3714
1993,31, BO HAMBURGER,105,TVM-BISON,96H 50' 51'',+ 00H 53' 42'',3714
1993,32, RAMON GONZALEZ-ARRIETA,43,FESTINA,153H 54' 09'',+ 57H 57' 00'',3714
1993,33, MASSIMO GHIROTTO,65,ZG MOBILI-SIDI,96H 57' 24'',+ 01H 00' 15'',3714
1993,34, ROBERTO SIERRA,68,ZG MOBILI-SIDI,96H 58' 44'',+ 01H 01' 35'',3714
1993,35, VJATCESLAV EKIMOV,114,NOVEMAIL-LASER COMPUTER,97H 03' 52'',+ 01H 06' 43'',3714
1993,36, THIERRY BOURGUIGNON,122,CASTORAMA,97H 06' 05'',+ 01H 08' 56'',3714
1993,37, ERIC CARITOUX,191,CHAZAL-VETTA MBK,97H 11' 06'',+ 01H 13' 57'',3714
1993,38, BRUNO CENGHIALTA,162,TDF 1993 ARI,97H 11' 55'',+ 01H 14' 46'',3714
1993,39, DIMITRI ZHDANOV,119,NOVEMAIL-LASER COMPUTER,97H 12' 26'',+ 01H 15' 17'',3714
1993,40, CHARLY MOTTET,111,NOVEMAIL-LASER COMPUTER,97H 13' 24'',+ 01H 16' 15'',3714
1993,41, ALEX ZULLE,59,ONCE,97H 16' 07'',+ 01H 18' 58'',3714
1993,42, LAUDELINO CUBINO GONZALEZ,153,AMAYA SEGUROS,97H 16' 35'',+ 01H 19' 26'',3714
1993,43, PASCAL LINO,41,FESTINA,97H 17' 02'',+ 01H 19' 53'',3714
1993,44, LAURENT BROCHARD,123,CASTORAMA,97H 17' 26'',+ 01H 20' 17'',3714
1993,45, EDDY BOUWMANS,112,NOVEMAIL-LASER COMPUTER,97H 20' 21'',+ 01H 23' 12'',3714
1993,46, GÉRARD RUE,8,BANESTO,97H 22' 43'',+ 01H 25' 34'',3714
1993,47, RONAN PENSEC,117,NOVEMAIL-LASER COMPUTER,97H 30' 44'',+ 01H 33' 35'',3714
1993,48, BRUNO CORNILLET,113,NOVEMAIL-LASER COMPUTER,97H 31' 13'',+ 01H 34' 04'',3714
1993,49, JEAN-FRANÇOIS BERNARD,3,BANESTO,97H 31' 57'',+ 01H 34' 48'',3714
1993,50, JOHAN MUSEEUW,85,GB-MG-MAGLIFICIO,97H 32' 54'',+ 01H 35' 45'',3714
1993,51, FLAVIO VANZELLA,88,GB-MG-MAGLIFICIO,97H 32' 59'',+ 01H 35' 50'',3714
1993,52, JÖRG MULLER,137,CLAS-CAJASTUR,97H 33' 46'',+ 01H 36' 37'',3714
1993,53, JESPER SKIBBY,108,TVM-BISON,97H 33' 52'',+ 01H 36' 43'',3714
1993,54, ROLF JAERMANN,166,TDF 1993 ARI,97H 34' 32'',+ 01H 37' 23'',3714
1993,55, GERRIT DE VRIES,103,TVM-BISON,97H 34' 33'',+ 01H 37' 24'',3714
1993,56, ROLF ALDAG,72,TELECOM,97H 34' 45'',+ 01H 37' 36'',3714
1993,57, FRANÇOIS SIMON,129,CASTORAMA,97H 38' 32'',+ 01H 41' 23'',3714
1993,58, MIGUEL MARTINEZ,57,ONCE,97H 40' 12'',+ 01H 43' 03'',3714
1993,59, FRANÇOIS LEMARCHAND,98,GAN,97H 40' 29'',+ 01H 43' 20'',3714
1993,60, STEFANO COLAGE,63,ZG MOBILI-SIDI,97H 44' 17'',+ 01H 47' 08'',3714
1993,61, FRANCO BALLERINI,81,GB-MG-MAGLIFICIO,97H 46' 34'',+ 01H 49' 25'',3714
1993,62, JENS HEPPNER,76,TELECOM,97H 48' 41'',+ 01H 51' 32'',3714
1993,63, ERIC BOYER,91,GAN,97H 49' 21'',+ 01H 52' 12'',3714
1993,64, PHILIPPE LOUVIOT,56,ONCE,97H 49' 28'',+ 01H 52' 19'',3714
1993,65, MAURO-ANTONIO SANTAROMITA,169,TDF 1993 ARI,97H 49' 33'',+ 01H 52' 24'',3714
1993,66, LAURENT PILLON,87,GB-MG-MAGLIFICIO,97H 49' 51'',+ 01H 52' 42'',3714
1993,67, GUY NULENS,116,NOVEMAIL-LASER COMPUTER,97H 50' 49'',+ 01H 53' 40'',3714
1993,68, PASCAL LANCE,97,GAN,97H 51' 52'',+ 01H 54' 43'',3714
1993,69, MARC SERGEANT,118,NOVEMAIL-LASER COMPUTER,97H 52' 30'',+ 01H 55' 21'',3714
1993,70, ROLF SORENSEN,18,CARRERA JEANS-TASSONI,97H 53' 59'',+ 01H 56' 50'',3714
1993,71, MAXIMILIAN SCIANDRI,38,MOTOROLA,97H 54' 23'',+ 01H 57' 14'',3714
1993,72, MARINO ALONSO,2,BANESTO,97H 55' 13'',+ 01H 58' 04'',3714
1993,73, GIANLUCA BORTOLAMI,182,LAMPRE-POLTI,97H 56' 23'',+ 01H 59' 14'',3714
1993,74, JULIAN GOROSPE,6,BANESTO,97H 57' 31'',+ 02H 00' 22'',3714
1993,75, PASCAL CHANTEUR,194,CHAZAL-VETTA MBK,97H 57' 51'',+ 02H 00' 42'',3714
1993,76, DJAMOLIDINE ABDOUJAPAROV,181,LAMPRE-POLTI,98H 00' 42'',+ 02H 03' 33'',3714
1993,77, BRIAN HOLM,77,TELECOM,98H 02' 04'',+ 02H 04' 55'',3714
1993,78, INAKI GASTON,134,CLAS-CAJASTUR,98H 02' 41'',+ 02H 05' 32'',3714
1993,79, FABIAN JEKER,126,CASTORAMA,98H 04' 21'',+ 02H 07' 12'',3714
1993,80, JOHN VAN DEN AKKER,69,ZG MOBILI-SIDI,98H 04' 26'',+ 02H 07' 17'',3714
1993,81, DOMINIQUE ARNOULD,121,CASTORAMA,98H 04' 49'',+ 02H 07' 40'',3714
1993,82, JUAN-CARLOS MARTIN,155,AMAYA SEGUROS,98H 06' 02'',+ 02H 08' 53'',3714
1993,83, LUC ROOSEN,176,LOTTO-BELGACOM,98H 06' 25'',+ 02H 09' 16'',3714
1993,84, PHIL ANDERSON,32,MOTOROLA,98H 07' 54'',+ 02H 10' 45'',3714
1993,85, FABIO ROSCIOLI,16,CARRERA JEANS-TASSONI,98H 08' 40'',+ 02H 11' 31'',3714
1993,86, WILFRIED PEETERS,86,GB-MG-MAGLIFICIO,98H 09' 04'',+ 02H 11' 55'',3714
1993,87, CHRISTIAN HENN,75,TELECOM,98H 09' 22'',+ 02H 12' 13'',3714
1993,88, SEAN YATES,39,MOTOROLA,98H 13' 47'',+ 02H 16' 38'',3714
1993,89, FRANKIE ANDREU,33,MOTOROLA,98H 14' 19'',+ 02H 17' 10'',3714
1993,90, DAG OTTO LAURITZEN,106,TVM-BISON,98H 14' 49'',+ 02H 17' 40'',3714
1993,91, MAARTEN DEN BAKKER,104,TVM-BISON,98H 15' 41'',+ 02H 18' 32'',3714
1993,92, MARIO CHIESA,13,CARRERA JEANS-TASSONI,98H 15' 51'',+ 02H 18' 42'',3714
1993,93, FRANK PINEAU,199,CHAZAL-VETTA MBK,98H 16' 04'',+ 02H 18' 55'',3714
1993,94, JOSÉ-RAMON URIARTE,9,BANESTO,98H 16' 53'',+ 02H 19' 44'',3714
1993,95, JAVIER MURGUIALDAY,157,AMAYA SEGUROS,98H 17' 02'',+ 02H 19' 53'',3714
1993,96, DAVIDE BRAMATI,183,LAMPRE-POLTI,98H 19' 27'',+ 02H 22' 18'',3714
1993,97, SERGUEI OUTSCHAKOV,186,LAMPRE-POLTI,98H 20' 17'',+ 02H 23' 08'',3714
1993,98, UWE RAAB,79,TELECOM,98H 20' 33'',+ 02H 23' 24'',3714
1993,99, GERD AUDEHM,73,TELECOM,98H 21' 18'',+ 02H 24' 09'',3714
1993,100, NELSON RODRIGUEZ,67,ZG MOBILI-SIDI,98H 21' 22'',+ 02H 24' 13'',3714
1993,101, STEVE BAUER,35,MOTOROLA,98H 22' 55'',+ 02H 25' 46'',3714
1993,102, HERMINIO DIAZ ZABALA,53,ONCE,98H 23' 06'',+ 02H 25' 57'',3714
1993,103, LAURENT BIONDI,192,CHAZAL-VETTA MBK,98H 24' 08'',+ 02H 26' 59'',3714
1993,104, STEFANO ZANATTA,29,GATORADE-MEGA DRIVE,98H 24' 46'',+ 02H 27' 37'',3714
1993,106, FRANS MAASSEN,143,WORDPERFECT,98H 26' 04'',+ 02H 28' 55'',3714
1993,107, MARC WAUTERS,179,LOTTO-BELGACOM,98H 27' 42'',+ 02H 30' 33'',3714
1993,108, JEAN-PIERRE DELPHIS,195,CHAZAL-VETTA MBK,98H 29' 59'',+ 02H 32' 50'',3714
1993,109, LAURENT DESBIENS,124,CASTORAMA,98H 30' 14'',+ 02H 33' 05'',3714
1993,110, SERGE BAGUET,172,LOTTO-BELGACOM,98H 31' 54'',+ 02H 34' 45'',3714
1993,111, MARIO KUMMER,78,TELECOM,98H 32' 31'',+ 02H 35' 22'',3714
1993,112, FRÉDÉRIC MONCASSIN,144,WORDPERFECT,98H 32' 44'',+ 02H 35' 35'',3714
1993,113, MICHEL VERMOTE,48,FESTINA,98H 34' 03'',+ 02H 36' 54'',3714
1993,114, HERMAN FRISON,175,LOTTO-BELGACOM,98H 34' 07'',+ 02H 36' 58'',3714
1993,115, CHRISTOPHE CAPELLE,92,GAN,98H 34' 32'',+ 02H 37' 23'',3714
1993,116, MICHEL DERNIES,36,MOTOROLA,98H 34' 46'',+ 02H 37' 37'',3714
1993,117, JÉSUS MONTOYA,156,AMAYA SEGUROS,98H 35' 19'',+ 02H 38' 10'',3714
1993,118, TOM CORDES,152,AMAYA SEGUROS,98H 37' 21'',+ 02H 40' 12'',3714
1993,119, PATRICE ESNAULT,196,CHAZAL-VETTA MBK,98H 37' 56'',+ 02H 40' 47'',3714
1993,120, MARIO SCIREA,27,GATORADE-MEGA DRIVE,98H 38' 02'',+ 02H 40' 53'',3714
1993,121, JACKY DURAND,125,CASTORAMA,98H 38' 06'',+ 02H 40' 57'',3714
1993,122, JOHN TALEN,109,TVM-BISON,98H 39' 20'',+ 02H 42' 11'',3714
1993,123, PHILIPPE CASADO,93,GAN,98H 40' 11'',+ 02H 43' 02'',3714
1993,124, JEAN-PIERRE BOURGEOT,193,CHAZAL-VETTA MBK,98H 41' 14'',+ 02H 44' 05'',3714
1993,125, GIOVANNI FIDANZA,23,GATORADE-MEGA DRIVE,98H 42' 40'',+ 02H 45' 31'',3714
1993,126, PRUDENCIO INDURAIN,7,BANESTO,98H 50' 58'',+ 02H 53' 49'',3714
1993,127, GERT JAKOBS,44,FESTINA,98H 52' 57'',+ 02H 55' 48'',3714
1993,128, ANDREA TAFI,19,CARRERA JEANS-TASSONI,98H 53' 27'',+ 02H 56' 18'',3714
1993,129, HENK NIJDAM,146,WORDPERFECT,98H 54' 01'',+ 02H 56' 52'',3714
1993,130, DANNY NELISSEN,107,TVM-BISON,98H 57' 18'',+ 03H 00' 09'',3714
1993,131, DIETER RUNKEL,147,WORDPERFECT,98H 59' 08'',+ 03H 01' 59'',3714
1993,132, PETER DECLERCQ,173,LOTTO-BELGACOM,99H 02' 30'',+ 03H 05' 21'',3714
1993,133, JEAN-CLAUDE COLOTTI,95,GAN,99H 02' 49'',+ 03H 05' 40'',3714
1993,134, ROB MULDERS,145,WORDPERFECT,99H 03' 15'',+ 03H 06' 06'',3714
1993,135, PETER FARAZIJN,174,LOTTO-BELGACOM,99H 08' 52'',+ 03H 11' 43'',3714
1993,136, EDWIG VAN HOOYDONCK,148,WORDPERFECT,99H 27' 24'',+ 03H 30' 15'',3714
1992,1, MIGUEL INDURAIN,1,BANESTO,100H 49' 30'',-,3983
1992,2, CLAUDIO CHIAPPUCCI,21,CARRERA JEANS-TASSONI,100H 54' 05'',+ 00H 04' 35'',3983
1992,3, GIANNI BUGNO,11,GATORADE-CHATEAU D'AX,101H 00' 19'',+ 00H 10' 49'',3983
1992,4, ANDREW ''ANDY'' HAMPSTEN,61,MOTOROLA,101H 03' 10'',+ 00H 13' 40'',3983
1992,5, PASCAL LINO,34,RMO-MAVIC,101H 04' 07'',+ 00H 14' 37'',3983
1992,6, PEDRO DELGADO,5,BANESTO,101H 04' 46'',+ 00H 15' 16'',3983
1992,7, ERIK BREUKINK,211,PDM-CONCORDE,101H 08' 21'',+ 00H 18' 51'',3983
1992,8, GIANCARLO PERINI,27,CARRERA JEANS-TASSONI,101H 08' 46'',+ 00H 19' 16'',3983
1992,9, STEPHEN ROCHE,28,CARRERA JEANS-TASSONI,101H 09' 53'',+ 00H 20' 23'',3983
1992,10, JENS HEPPNER,155,TELECOM,101H 15' 00'',+ 00H 25' 30'',3983
1992,11, FRANCO VONA,199,GB-MG-MAGLIFICIO,101H 15' 13'',+ 00H 25' 43'',3983
1992,12, ERIC BOYER,52,Z,101H 15' 46'',+ 00H 26' 16'',3983
1992,13, GERT-JAN THEUNISSE,91,TVM,101H 16' 37'',+ 00H 27' 07'',3983
1992,14, EDDY BOUWMANS,102,PANASONIC-SPORTLIFE,101H 18' 05'',+ 00H 28' 35'',3983
1992,15, GÉRARD RUE,49,CASTORAMA,101H 18' 18'',+ 00H 28' 48'',3983
1992,16, FRANCO CHIOCCIOLI,191,GB-MG-MAGLIFICIO,101H 20' 01'',+ 00H 30' 31'',3983
1992,17, STEVEN ROOKS,131,BUCKLER,101H 20' 39'',+ 00H 31' 09'',3983
1992,18, ROBERT MILLAR,96,TVM,101H 20' 49'',+ 00H 31' 19'',3983
1992,19, FRANCISCO JAVIER MAULEON,167,CLAS-CAJASTUR,101H 20' 57'',+ 00H 31' 27'',3983
1992,20, ARSENIO GONZALEZ,165,CLAS-CAJASTUR,101H 21' 21'',+ 00H 31' 51'',3983
1992,21, RAÚL ALCALÁ,212,PDM-CONCORDE,101H 22' 50'',+ 00H 33' 20'',3983
1992,22, JON UNZAGA,169,CLAS-CAJASTUR,101H 26' 13'',+ 00H 36' 43'',3983
1992,23, LAURENT FIGNON,15,GATORADE-CHATEAU D'AX,101H 31' 21'',+ 00H 41' 51'',3983
1992,24, OSCAR DE JÉSUS VARGAS,129,AMAYA SEGUROS,101H 32' 49'',+ 00H 43' 19'',3983
1992,25, RICHARD VIRENQUE,38,RMO-MAVIC,101H 35' 31'',+ 00H 46' 01'',3983
